species,Experiment ID,Experiment name,Library count,Condition count,Organ-stage count,Organ count,Stage count,Sex count,Strain count,Data source,Data source URL,Bgee normalized data URL,Experiment description
Homo_sapiens,GSE30352,The evolution of gene expression levels in mammalian organs,18,17,18,8,17,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30352,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,"Changes in gene expression are thought to underlie many of the phenotypic differences between species. However, large-scale analyses of gene expression evolution were until recently prevented by technological limitations. Here we report the sequencing of polyadenylated RNA from six organs across ten species that represent all major mammalian lineages (placentals, marsupials and monotremes) and birds (the evolutionary outgroup), with the goal of understanding the dynamics of mammalian transcriptome evolution. We show that the rate of gene expression evolution varies among organs, lineages and chromosomes, owing to differences in selective pressures: transcriptome change was slow in nervous tissues and rapid in testes, slower in rodents than in apes and monotremes, and rapid for the X chromosome right after its formation. Although gene expression evolution in mammals was strongly shaped by purifying selection, we identify numerous potentially selectively driven expression switches, which occurred at different rates across lineages and tissues and which probably contributed to the specific organ biology of various mammals. Our transcriptome data provide a valuable resource for functional and evolutionary analyses of mammalian genomes."
Homo_sapiens,GSE43520,The evolution of lncRNA repertoires and expression patterns in tetrapods,11,8,7,5,5,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43520,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,"To broaden our understanding of lncRNA evolution, we used an extensive RNA-seq dataset to establish lncRNA repertoires and homologous gene families in 11 tetrapod species. We analyzed the poly- adenylated transcriptomes of 8 organs (cortex/whole brain without cerebellum, cerebellum, heart, kidney, liver, placenta, ovary and testis) and 11 species (human, chimpanzee, bonobo, gorilla, orangutan, macaque, mouse, opossum, platypus, chicken and the frog Xenopus tropicalis), which shared a common ancestor ~370 millions of years (MY) ago. Our dataset included 47 strand-specific samples, which allowed us to confirm the orientation of gene predictions and to address the evolution of sense-antisense transcripts. See also GSE43721 (Soumillon et al, Cell Reports, 2013) for three strand-specific samples for mouse brain, liver and testis."
Homo_sapiens,GSE62098,RNA-Seq of the corpus callosum from 12 individuals,6,4,6,1,6,1,1,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62098,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE62098.tsv.zip,"We performed RNA-Seq for the corpus callosum sampled from 12 individuals. The samples were dissected from the frozen postmortem brain. The 12 individuals were matched by their age, sex and ethnicity for the postmortem brain samples, but differed in their disease status with half of the subjects were diagnosed with autism spectrum disorders."
Homo_sapiens,GSE57344,RNA-Seq Identifies Novel Myocardial Gene Expression Signatures of Heart Failure [RNA-seq],3,3,3,1,3,2,1,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE57344,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Homo_sapiens/Homo_sapiens_RNA-Seq_read_counts_TPM_FPKM_GSE57344.tsv.zip,Identify the signature genes based on RNA-seq come from six Heart Failure and healthy individuals. Validation is based on Affymetrix microarray of a total of 313 individuals with/without Heart Failure.
Macaca_mulatta,GSE53690,Type I IFN responses in rhesus macaques prevent SIV transmission and slow disease progression,48,3,3,3,1,0,0,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53690,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Macaca_mulatta/Macaca_mulatta_RNA-Seq_read_counts_TPM_FPKM_GSE53690.tsv.zip,Expression profiling by high throughput sequencing
Macaca_mulatta,GSE41637,Evolutionary dynamics of gene and isoform regulation in mammalian tissues,27,9,9,9,1,1,6,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41637,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Macaca_mulatta/Macaca_mulatta_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,"Most mammalian genes produce multiple distinct mRNAs through alternative splicing, but the extent of splicing conservation is not clear. To assess tissue-specific transcriptome variation across mammals, we sequenced cDNA from 9 tissues from 4 mammals and one bird in biological triplicate, at unprecedented depth. We find that while tissue-specific gene expression programs are largely conserved, alternative splicing is well conserved in only a subset of tissues and is frequently lineage-specific. Thousands of novel, lineage-specific and conserved alternative exons were identified; widely conserved alternative exons had signatures of binding by MBNL, PTB, RBFOX, STAR and TIA family splicing factors, implicating them as ancestral mammalian splicing regulators. Our data also indicates that alternative splicing is often used to alter protein phosphorylatability, delimiting the scope of kinase signaling."
Macaca_mulatta,GSE30352,The evolution of gene expression levels in mammalian organs,13,12,8,7,3,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30352,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Macaca_mulatta/Macaca_mulatta_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,"Changes in gene expression are thought to underlie many of the phenotypic differences between species. However, large-scale analyses of gene expression evolution were until recently prevented by technological limitations. Here we report the sequencing of polyadenylated RNA from six organs across ten species that represent all major mammalian lineages (placentals, marsupials and monotremes) and birds (the evolutionary outgroup), with the goal of understanding the dynamics of mammalian transcriptome evolution. We show that the rate of gene expression evolution varies among organs, lineages and chromosomes, owing to differences in selective pressures: transcriptome change was slow in nervous tissues and rapid in testes, slower in rodents than in apes and monotremes, and rapid for the X chromosome right after its formation. Although gene expression evolution in mammals was strongly shaped by purifying selection, we identify numerous potentially selectively driven expression switches, which occurred at different rates across lineages and tissues and which probably contributed to the specific organ biology of various mammals. Our transcriptome data provide a valuable resource for functional and evolutionary analyses of mammalian genomes."
Macaca_mulatta,GSE43520,The evolution of lncRNA repertoires and expression patterns in tetrapods,2,2,2,2,1,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43520,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Macaca_mulatta/Macaca_mulatta_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,"To broaden our understanding of lncRNA evolution, we used an extensive RNA-seq dataset to establish lncRNA repertoires and homologous gene families in 11 tetrapod species. We analyzed the poly- adenylated transcriptomes of 8 organs (cortex/whole brain without cerebellum, cerebellum, heart, kidney, liver, placenta, ovary and testis) and 11 species (human, chimpanzee, bonobo, gorilla, orangutan, macaque, mouse, opossum, platypus, chicken and the frog Xenopus tropicalis), which shared a common ancestor ~370 millions of years (MY) ago. Our dataset included 47 strand-specific samples, which allowed us to confirm the orientation of gene predictions and to address the evolution of sense-antisense transcripts. See also GSE43721 (Soumillon et al, Cell Reports, 2013) for three strand-specific samples for mouse brain, liver and testis."
Monodelphis_domestica,GSE30352,The evolution of gene expression levels in mammalian organs,12,11,12,6,4,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30352,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Monodelphis_domestica/Monodelphis_domestica_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,"Changes in gene expression are thought to underlie many of the phenotypic differences between species. However, large-scale analyses of gene expression evolution were until recently prevented by technological limitations. Here we report the sequencing of polyadenylated RNA from six organs across ten species that represent all major mammalian lineages (placentals, marsupials and monotremes) and birds (the evolutionary outgroup), with the goal of understanding the dynamics of mammalian transcriptome evolution. We show that the rate of gene expression evolution varies among organs, lineages and chromosomes, owing to differences in selective pressures: transcriptome change was slow in nervous tissues and rapid in testes, slower in rodents than in apes and monotremes, and rapid for the X chromosome right after its formation. Although gene expression evolution in mammals was strongly shaped by purifying selection, we identify numerous potentially selectively driven expression switches, which occurred at different rates across lineages and tissues and which probably contributed to the specific organ biology of various mammals. Our transcriptome data provide a valuable resource for functional and evolutionary analyses of mammalian genomes."
Monodelphis_domestica,GSE43520,The evolution of lncRNA repertoires and expression patterns in tetrapods,7,5,5,4,3,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43520,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Monodelphis_domestica/Monodelphis_domestica_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,"To broaden our understanding of lncRNA evolution, we used an extensive RNA-seq dataset to establish lncRNA repertoires and homologous gene families in 11 tetrapod species. We analyzed the poly- adenylated transcriptomes of 8 organs (cortex/whole brain without cerebellum, cerebellum, heart, kidney, liver, placenta, ovary and testis) and 11 species (human, chimpanzee, bonobo, gorilla, orangutan, macaque, mouse, opossum, platypus, chicken and the frog Xenopus tropicalis), which shared a common ancestor ~370 millions of years (MY) ago. Our dataset included 47 strand-specific samples, which allowed us to confirm the orientation of gene predictions and to address the evolution of sense-antisense transcripts. See also GSE43721 (Soumillon et al, Cell Reports, 2013) for three strand-specific samples for mouse brain, liver and testis."
Mus_musculus,GSE30617,[E-MTAB-599] Mouse Transcriptome,36,6,6,6,1,0,1,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30617,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Mus_musculus/Mus_musculus_RNA-Seq_read_counts_TPM_FPKM_GSE30617.tsv.zip,"Sequencing the transcriptome of DBAxC57BL/6J mice. To study the regulation of transcription, splicing and RNA turnover we have sequenced the transcriptomes of tissues collected DBAxC57BL/6J mice."
Mus_musculus,GSE41637,Evolutionary dynamics of gene and isoform regulation in mammalian tissues,26,26,9,9,1,1,6,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41637,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Mus_musculus/Mus_musculus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,"Most mammalian genes produce multiple distinct mRNAs through alternative splicing, but the extent of splicing conservation is not clear. To assess tissue-specific transcriptome variation across mammals, we sequenced cDNA from 9 tissues from 4 mammals and one bird in biological triplicate, at unprecedented depth. We find that while tissue-specific gene expression programs are largely conserved, alternative splicing is well conserved in only a subset of tissues and is frequently lineage-specific. Thousands of novel, lineage-specific and conserved alternative exons were identified; widely conserved alternative exons had signatures of binding by MBNL, PTB, RBFOX, STAR and TIA family splicing factors, implicating them as ancestral mammalian splicing regulators. Our data also indicates that alternative splicing is often used to alter protein phosphorylatability, delimiting the scope of kinase signaling."
Mus_musculus,GSE30352,The evolution of gene expression levels in mammalian organs,17,17,6,6,1,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30352,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Mus_musculus/Mus_musculus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,"Changes in gene expression are thought to underlie many of the phenotypic differences between species. However, large-scale analyses of gene expression evolution were until recently prevented by technological limitations. Here we report the sequencing of polyadenylated RNA from six organs across ten species that represent all major mammalian lineages (placentals, marsupials and monotremes) and birds (the evolutionary outgroup), with the goal of understanding the dynamics of mammalian transcriptome evolution. We show that the rate of gene expression evolution varies among organs, lineages and chromosomes, owing to differences in selective pressures: transcriptome change was slow in nervous tissues and rapid in testes, slower in rodents than in apes and monotremes, and rapid for the X chromosome right after its formation. Although gene expression evolution in mammals was strongly shaped by purifying selection, we identify numerous potentially selectively driven expression switches, which occurred at different rates across lineages and tissues and which probably contributed to the specific organ biology of various mammals. Our transcriptome data provide a valuable resource for functional and evolutionary analyses of mammalian genomes."
Mus_musculus,SRP022612,RNA-seq of Danio rerio and Mus musculus skin for three different age groups,15,2,3,1,3,1,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRP022612,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Mus_musculus/Mus_musculus_RNA-Seq_read_counts_TPM_FPKM_SRP022612.tsv.zip,"Comparison of temporal gene expression profiles (www.jenage.de) The RNA-seq data comprises 3 age groups: 2, 15 and 30 months for mouse skin; 5, 24 and 42 months for zebrafish skin. Illumina 50bp single-stranded single-read RNA sequencing Overall design: 15 samples for mouse: 5 biological replicates for 2 months, 6 biological replicates for 15 months and 4 biological replicates for 30 months; 20 samples for zebrafish: 9 biological replicates for 5 months, 6 biological replicates for 24 months and 5 biological replicates for 42 months"
Mus_musculus,GSE36026,RNA-seq from ENCODE/LICR,12,12,12,12,3,2,1,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE36026,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Mus_musculus/Mus_musculus_RNA-Seq_read_counts_TPM_FPKM_GSE36026.tsv.zip,"Using RNA-Seq (Mortazavi et al., 2008), high-resolution genome-wide maps of the mouse transcriptome across multiple mouse (C57Bl/6) tissues and primary cells were generated."
Mus_musculus,GSE43520,The evolution of lncRNA repertoires and expression patterns in tetrapods,9,7,5,4,2,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43520,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Mus_musculus/Mus_musculus_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,"To broaden our understanding of lncRNA evolution, we used an extensive RNA-seq dataset to establish lncRNA repertoires and homologous gene families in 11 tetrapod species. We analyzed the poly- adenylated transcriptomes of 8 organs (cortex/whole brain without cerebellum, cerebellum, heart, kidney, liver, placenta, ovary and testis) and 11 species (human, chimpanzee, bonobo, gorilla, orangutan, macaque, mouse, opossum, platypus, chicken and the frog Xenopus tropicalis), which shared a common ancestor ~370 millions of years (MY) ago. Our dataset included 47 strand-specific samples, which allowed us to confirm the orientation of gene predictions and to address the evolution of sense-antisense transcripts. See also GSE43721 (Soumillon et al, Cell Reports, 2013) for three strand-specific samples for mouse brain, liver and testis."
Mus_musculus,GSE43013,Gene Expression Defines Natural Changes in Mammalian Lifespan,9,3,3,3,1,1,0,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43013,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Mus_musculus/Mus_musculus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,"RNA-seq gene expression profiling in normal liver, kidney and brain of 33 mammalian species."
Mus_musculus,GSE41338,The evolutionary landscape of alternative splicing in vertebrate species,6,5,5,5,1,1,1,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41338,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Mus_musculus/Mus_musculus_RNA-Seq_read_counts_TPM_FPKM_GSE41338.tsv.zip,"How species with similar repertoires of protein coding genes differ so dramatically at the phenotypic level is poorly understood. From comparing the transcriptomes of multiple organs from vertebrate species spanning ~350 million years of evolution, we observe significant differences in alternative splicing complexity between the main vertebrate lineages, with the highest complexity in the primate lineage. Moreover, within as little as six million years, the splicing profiles of physiologically-equivalent organs have diverged to the extent that they are more strongly related to the identity of a species than they are to organ type. Most vertebrate species-specific splicing patterns are governed by the highly variable use of a largely conserved cis-regulatory code. However, a smaller number of pronounced species-dependent splicing changes are predicted to remodel interactions involving factors acting at multiple steps in gene regulation. These events are expected to further contribute to the dramatic diversification of alternative splicing as well as to other gene regulatory changes that contribute to phenotypic differences among vertebrate species."
Mus_musculus,GSE43721,Cellular source and mechanisms of high transcriptome complexity in the mammalian testis (RNA-Seq organs),3,3,3,3,1,1,1,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43721,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Mus_musculus/Mus_musculus_RNA-Seq_read_counts_TPM_FPKM_GSE43721.tsv.zip,"Understanding the extent of genomic transcription and its functional relevance is a central goal in genomics research. However, detailed genome�â��wide investigations of transcriptome complexities in major mammalian organs and their underlying cellular sources, transcriptional mechanisms, and functional relevance have been scarce. Here we first show, using extensive RNA�â��seq data, that transcription of both functional and nonfunctional genomic elements is substantially more widespread in the testis than in other organs across representative mammals. By scrutinizing the transcriptomes of all main testicular cell types in the mouse, we then reveal that meiotic spermatocytes and especially post�â��meiotic round spermatids have remarkably diverse transcriptomes, which explains the high transcriptome complexity of the testis as a whole. The widespread transcriptional activity in spermatocytes and spermatids encompasses protein�â��coding genes and long noncoding RNA genes but also poorly conserved intergenic sequences, suggesting that much of it is not of immediate functional relevance. Rather, our analyses of genome�â��wide epigenetic data show that this prevalent transcription, which apparently promoted the birth of new genes during evolution, results from a highly permissive chromatin state during and after meiosis that may ultimately facilitate the replacement of histones by protamines during late spermatogenesis."
Ornithorhynchus_anatinus,GSE30352,The evolution of gene expression levels in mammalian organs,12,11,6,6,1,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30352,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,"Changes in gene expression are thought to underlie many of the phenotypic differences between species. However, large-scale analyses of gene expression evolution were until recently prevented by technological limitations. Here we report the sequencing of polyadenylated RNA from six organs across ten species that represent all major mammalian lineages (placentals, marsupials and monotremes) and birds (the evolutionary outgroup), with the goal of understanding the dynamics of mammalian transcriptome evolution. We show that the rate of gene expression evolution varies among organs, lineages and chromosomes, owing to differences in selective pressures: transcriptome change was slow in nervous tissues and rapid in testes, slower in rodents than in apes and monotremes, and rapid for the X chromosome right after its formation. Although gene expression evolution in mammals was strongly shaped by purifying selection, we identify numerous potentially selectively driven expression switches, which occurred at different rates across lineages and tissues and which probably contributed to the specific organ biology of various mammals. Our transcriptome data provide a valuable resource for functional and evolutionary analyses of mammalian genomes."
Ornithorhynchus_anatinus,GSE43520,The evolution of lncRNA repertoires and expression patterns in tetrapods,5,3,3,3,1,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43520,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Ornithorhynchus_anatinus/Ornithorhynchus_anatinus_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,"To broaden our understanding of lncRNA evolution, we used an extensive RNA-seq dataset to establish lncRNA repertoires and homologous gene families in 11 tetrapod species. We analyzed the poly- adenylated transcriptomes of 8 organs (cortex/whole brain without cerebellum, cerebellum, heart, kidney, liver, placenta, ovary and testis) and 11 species (human, chimpanzee, bonobo, gorilla, orangutan, macaque, mouse, opossum, platypus, chicken and the frog Xenopus tropicalis), which shared a common ancestor ~370 millions of years (MY) ago. Our dataset included 47 strand-specific samples, which allowed us to confirm the orientation of gene predictions and to address the evolution of sense-antisense transcripts. See also GSE43721 (Soumillon et al, Cell Reports, 2013) for three strand-specific samples for mouse brain, liver and testis."
Oryctolagus_cuniculus,GSE43013,Gene Expression Defines Natural Changes in Mammalian Lifespan,6,3,3,3,1,1,0,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43013,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Oryctolagus_cuniculus/Oryctolagus_cuniculus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,"RNA-seq gene expression profiling in normal liver, kidney and brain of 33 mammalian species."
Pan_paniscus,GSE30352,The evolution of gene expression levels in mammalian organs,12,11,12,6,3,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30352,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_paniscus/Pan_paniscus_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,"Changes in gene expression are thought to underlie many of the phenotypic differences between species. However, large-scale analyses of gene expression evolution were until recently prevented by technological limitations. Here we report the sequencing of polyadenylated RNA from six organs across ten species that represent all major mammalian lineages (placentals, marsupials and monotremes) and birds (the evolutionary outgroup), with the goal of understanding the dynamics of mammalian transcriptome evolution. We show that the rate of gene expression evolution varies among organs, lineages and chromosomes, owing to differences in selective pressures: transcriptome change was slow in nervous tissues and rapid in testes, slower in rodents than in apes and monotremes, and rapid for the X chromosome right after its formation. Although gene expression evolution in mammals was strongly shaped by purifying selection, we identify numerous potentially selectively driven expression switches, which occurred at different rates across lineages and tissues and which probably contributed to the specific organ biology of various mammals. Our transcriptome data provide a valuable resource for functional and evolutionary analyses of mammalian genomes."
Pan_troglodytes,GSE30352,The evolution of gene expression levels in mammalian organs,15,13,13,6,4,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE30352,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Pan_troglodytes/Pan_troglodytes_RNA-Seq_read_counts_TPM_FPKM_GSE30352.tsv.zip,"Changes in gene expression are thought to underlie many of the phenotypic differences between species. However, large-scale analyses of gene expression evolution were until recently prevented by technological limitations. Here we report the sequencing of polyadenylated RNA from six organs across ten species that represent all major mammalian lineages (placentals, marsupials and monotremes) and birds (the evolutionary outgroup), with the goal of understanding the dynamics of mammalian transcriptome evolution. We show that the rate of gene expression evolution varies among organs, lineages and chromosomes, owing to differences in selective pressures: transcriptome change was slow in nervous tissues and rapid in testes, slower in rodents than in apes and monotremes, and rapid for the X chromosome right after its formation. Although gene expression evolution in mammals was strongly shaped by purifying selection, we identify numerous potentially selectively driven expression switches, which occurred at different rates across lineages and tissues and which probably contributed to the specific organ biology of various mammals. Our transcriptome data provide a valuable resource for functional and evolutionary analyses of mammalian genomes."
Rattus_norvegicus,GSE41637,Evolutionary dynamics of gene and isoform regulation in mammalian tissues,27,27,9,9,1,1,6,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41637,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Rattus_norvegicus/Rattus_norvegicus_RNA-Seq_read_counts_TPM_FPKM_GSE41637.tsv.zip,"Most mammalian genes produce multiple distinct mRNAs through alternative splicing, but the extent of splicing conservation is not clear. To assess tissue-specific transcriptome variation across mammals, we sequenced cDNA from 9 tissues from 4 mammals and one bird in biological triplicate, at unprecedented depth. We find that while tissue-specific gene expression programs are largely conserved, alternative splicing is well conserved in only a subset of tissues and is frequently lineage-specific. Thousands of novel, lineage-specific and conserved alternative exons were identified; widely conserved alternative exons had signatures of binding by MBNL, PTB, RBFOX, STAR and TIA family splicing factors, implicating them as ancestral mammalian splicing regulators. Our data also indicates that alternative splicing is often used to alter protein phosphorylatability, delimiting the scope of kinase signaling."
Rattus_norvegicus,GSE43013,Gene Expression Defines Natural Changes in Mammalian Lifespan,9,3,3,3,1,1,0,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43013,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Rattus_norvegicus/Rattus_norvegicus_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,"RNA-seq gene expression profiling in normal liver, kidney and brain of 33 mammalian species."
Sus_scrofa,GSE43013,Gene Expression Defines Natural Changes in Mammalian Lifespan,6,3,3,3,1,1,0,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43013,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Sus_scrofa/Sus_scrofa_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,"RNA-seq gene expression profiling in normal liver, kidney and brain of 33 mammalian species."
Sus_scrofa,GSE43892,Transcriptome data used for gene annotation,4,4,4,4,1,0,1,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43892,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Sus_scrofa/Sus_scrofa_RNA-Seq_read_counts_TPM_FPKM_GSE43892.tsv.zip,"To optimize the genome annotation, four tissue RNA libraries (i.e. heart, liver, lung and kidney) were constructed using the Illumina mRNA-Seq Prep Kit"
Xenopus_tropicalis,GSE37452,RNA sequencing reveals diverse and dynamic repertoire of the Xenopus tropicalis transcriptome over development.,40,14,14,3,14,0,1,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE37452,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Xenopus_tropicalis/Xenopus_tropicalis_RNA-Seq_read_counts_TPM_FPKM_GSE37452.tsv.zip,Examination of the transcriptome of Xenopus tropicalis from a 2-cell fertilized embryo to a stage 45 feeding tapole
Xenopus_tropicalis,GSE43520,The evolution of lncRNA repertoires and expression patterns in tetrapods,12,10,6,6,1,2,2,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43520,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Xenopus_tropicalis/Xenopus_tropicalis_RNA-Seq_read_counts_TPM_FPKM_GSE43520.tsv.zip,"To broaden our understanding of lncRNA evolution, we used an extensive RNA-seq dataset to establish lncRNA repertoires and homologous gene families in 11 tetrapod species. We analyzed the poly- adenylated transcriptomes of 8 organs (cortex/whole brain without cerebellum, cerebellum, heart, kidney, liver, placenta, ovary and testis) and 11 species (human, chimpanzee, bonobo, gorilla, orangutan, macaque, mouse, opossum, platypus, chicken and the frog Xenopus tropicalis), which shared a common ancestor ~370 millions of years (MY) ago. Our dataset included 47 strand-specific samples, which allowed us to confirm the orientation of gene predictions and to address the evolution of sense-antisense transcripts. See also GSE43721 (Soumillon et al, Cell Reports, 2013) for three strand-specific samples for mouse brain, liver and testis."
Xenopus_tropicalis,GSE43652,A Genome-Wide Survey of Maternal and Embryonic Transcripts during Xenopus tropicalis Development,9,6,6,4,6,1,0,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE43652,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Xenopus_tropicalis/Xenopus_tropicalis_RNA-Seq_read_counts_TPM_FPKM_GSE43652.tsv.zip,Profiles of polyadenylated mRNA (6 stages) and ribosomal RNA-depleted total RNA (3 stages) through early Xenopus tropicalis development
Xenopus_tropicalis,GSE41338,The evolutionary landscape of alternative splicing in vertebrate species,5,5,5,5,1,1,1,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE41338,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Xenopus_tropicalis/Xenopus_tropicalis_RNA-Seq_read_counts_TPM_FPKM_GSE41338.tsv.zip,"How species with similar repertoires of protein coding genes differ so dramatically at the phenotypic level is poorly understood. From comparing the transcriptomes of multiple organs from vertebrate species spanning ~350 million years of evolution, we observe significant differences in alternative splicing complexity between the main vertebrate lineages, with the highest complexity in the primate lineage. Moreover, within as little as six million years, the splicing profiles of physiologically-equivalent organs have diverged to the extent that they are more strongly related to the identity of a species than they are to organ type. Most vertebrate species-specific splicing patterns are governed by the highly variable use of a largely conserved cis-regulatory code. However, a smaller number of pronounced species-dependent splicing changes are predicted to remodel interactions involving factors acting at multiple steps in gene regulation. These events are expected to further contribute to the dramatic diversification of alternative splicing as well as to other gene regulatory changes that contribute to phenotypic differences among vertebrate species."
