event_id	gene	s_exonID	type	paths	alt_paths	tr_path	tr_alt_path	E_path_species	E_alt_path_species	path_species	alt_path_species	path_values	alt_path_values	Ec_path	Ec_alt_path	Rc_path	Rc_alt_path	diff_path	diff_alt_path
11	CAMK2A	24_0	I	7_2,24_0,6_1	7_2,6_1	ENSBTAT00000073084,ENSGGOT00000043466,ENSMMUT00000058011,ENSMUST00000115295,ENSSSCT00000015790,ENSSSCT00000052397,ENST00000398376,ENSXETT00000025963	ENSBTAT00000026762,ENSDART00000039571,ENSGGOT00000000110,ENSMUST00000102888,ENSOANT00000003647,ENSRNOT00000041533,ENSRNOT00000080177,ENSSSCT00000027746,ENST00000348628	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,sus_scrofa,xenopus_tropicalis	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,sus_scrofa,xenopus_tropicalis	bos_taurus,gorilla_gorilla,homo_sapiens,macaca_mulatta,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	[3.3988975771533954e-05, 1.3300598995422891e-05, 4.6051081129350955e-05, 0.0001547711643939629, 2.0459521068615104e-05, 0.0002658972435016224]	[4.3452073105451126e-05, 0, 0.00029246476588895424, 1.443892920717915e-05, 0.0001551689398353798, 0.00026235162756375305, 0.0015522120172675256, 6.91382303752817e-05, 0.00035127163162198096]	6	7	6	9	0	2
12	CAMK2B	13_0	I	18_0,13_0,14_1	18_0,14_1	ENSBTAT00000072316,ENSGGOT00000014885,ENSGGOT00000023636,ENSGGOT00000059295,ENSMMUT00000003468,ENSMMUT00000065866,ENSMODT00000020558,ENSMUST00000109812,ENSMUST00000109813,ENSRNOT00000067162,ENSRNOT00000085265,ENSSSCT00000018230,ENSSSCT00000038417,ENSSSCT00000040541/ENSSSCT00000060521,ENST00000258682,ENST00000350811/ENST00000440254,ENST00000395747,ENST00000395749	ENSBTAT00000086175,ENSGGOT00000054779,ENSMMUT00000003466,ENSMUST00000090443,ENSRNOT00000081607,ENSSSCT00000060685,ENST00000358707	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,sus_scrofa	bos_taurus,sus_scrofa	[4.200652638338073e-05, 8.424616608686055e-05, 5.9984681734862295e-05]	[1.692875589701745e-06, 5.749271531611188e-06]	7	6	3	2	-4	-4
13	CAMK2B	1_0	I	14_2,1_0,1_1,1_2,1_3,1_4,8_3	14_2,8_3	ENSGGOT00000059295,ENSMODT00000020558,ENSRNOT00000067162,ENST00000395749	ENSGGOT00000014885,ENSGGOT00000023636,ENSGGOT00000051999,ENSGGOT00000054779,ENSGGOT00000062572,ENSMUST00000109812,ENSMUST00000109813,ENSRNOT00000085265,ENST00000258682,ENST00000347193,ENST00000350811/ENST00000440254,ENST00000353625,ENST00000358707,ENST00000395747	gorilla_gorilla,homo_sapiens,monodelphis_domestica,rattus_norvegicus	gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus					4	4	0	0	-4	-4
14	CAMK2G	20_1	I	10_0,20_1,20_2,18_1	10_0,18_1	ENSBTAT00000071596,ENSBTAT00000071649,ENSBTAT00000075797,ENSGGOT00000027295,ENSGGOT00000058286,ENSGGOT00000064102,ENSMMUT00000030115,ENSRNOT00000066163,ENSSSCT00000011285,ENSSSCT00000054416,ENSSSCT00000064663,ENST00000322635,ENST00000394762	ENSBTAT00000068749,ENSBTAT00000071058,ENSBTAT00000078262,ENSBTAT00000080860,ENSGGOT00000006260,ENSGGOT00000059652,ENSMMUT00000030116,ENSMMUT00000030117,ENSMMUT00000068869,ENSMODT00000000664,ENSMUST00000071816,ENSMUST00000080440,ENSMUST00000100837,ENSMUST00000226630,ENSRNOT00000065644,ENSSSCT00000011284,ENSSSCT00000011286,ENSSSCT00000049619,ENSSSCT00000055835,ENSSSCT00000058449,ENST00000433289	bos_taurus,gorilla_gorilla,homo_sapiens,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	gorilla_gorilla,rattus_norvegicus	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	[2.0483862053773885e-05, 1.6781115889608396e-05]	[5.732490690818454e-05, 3.962611255774339e-05, 3.576976434331973e-05, 2.6365350249129568e-05, 4.395859383753798e-05, 0.0001597635690459567, 2.2521773133749675e-05, 0.0002726808408837931]	5	7	2	8	-3	1
15	CAMK2G	5_5	I	18_2,5_5,21_0,4_3	18_2,4_3	ENSBTAT00000071596,ENSGGOT00000059652,ENSMMUT00000068869,ENSMUST00000071816,ENSMUST00000226630,ENSRNOT00000065644,ENSSSCT00000011285	ENSBTAT00000071058,ENSBTAT00000075797,ENSGGOT00000058286,ENSMUST00000100837,ENSSSCT00000011286,ENSSSCT00000054416	bos_taurus,gorilla_gorilla,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,mus_musculus,sus_scrofa	gorilla_gorilla,rattus_norvegicus	gorilla_gorilla,rattus_norvegicus	[2.566437733095442e-05, 1.4079014072388359e-05]	[3.2726748011517985e-06, 2.2343701426814537e-06]	5	4	2	2	-3	-2
15	CAMK2G	5_5	I	18_2,5_5,21_0	18_2,21_0	ENSBTAT00000071596,ENSGGOT00000059652,ENSMMUT00000068869,ENSMUST00000071816,ENSMUST00000226630,ENSRNOT00000065644,ENSSSCT00000011285	ENSBTAT00000068749,ENSBTAT00000071649,ENSBTAT00000078262,ENSBTAT00000080860,ENSGGOT00000006260,ENSGGOT00000027295,ENSMMUT00000030115,ENSMODT00000000664,ENSMUST00000080440,ENSSSCT00000011284,ENSSSCT00000049619,ENSSSCT00000058449,ENSSSCT00000064663,ENST00000394762,ENST00000433289,ENSXETT00000014163,ENSXETT00000014164	bos_taurus,gorilla_gorilla,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa,xenopus_tropicalis	gorilla_gorilla,rattus_norvegicus	gorilla_gorilla,rattus_norvegicus	[1.9424031746526295e-05, 1.408079356396689e-05]	[1.12569211404069e-05, 1.3277195274754386e-05]	5	7	2	2	-3	-5
15	CAMK2G	5_5	I	18_2,5_5,4_3	18_2,4_3	ENSGGOT00000064102,ENSMMUT00000030117,ENSRNOT00000066163,ENSSSCT00000055835,ENST00000322635	ENSBTAT00000071058,ENSBTAT00000075797,ENSGGOT00000058286,ENSMUST00000100837,ENSSSCT00000011286,ENSSSCT00000054416	gorilla_gorilla,homo_sapiens,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,mus_musculus,sus_scrofa	gorilla_gorilla,rattus_norvegicus	gorilla_gorilla,rattus_norvegicus	[2.7741671165590882e-05, 1.78240948046087e-05]	[3.2726748011517985e-06, 2.2343701426814537e-06]	4	4	2	2	-2	-2
16	CAMK2G	21_0	I	18_2,21_0,4_3	18_2,4_3	ENSBTAT00000068749,ENSBTAT00000071649,ENSBTAT00000078262,ENSBTAT00000080860,ENSGGOT00000006260,ENSGGOT00000027295,ENSMODT00000000664,ENSMUST00000080440,ENSSSCT00000011284,ENSSSCT00000049619,ENSSSCT00000058449,ENSSSCT00000064663,ENST00000394762,ENST00000433289,ENSXETT00000014163,ENSXETT00000014164	ENSBTAT00000071058,ENSBTAT00000075797,ENSGGOT00000058286,ENSMUST00000100837,ENSSSCT00000011286,ENSSSCT00000054416	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa,xenopus_tropicalis	bos_taurus,gorilla_gorilla,mus_musculus,sus_scrofa	gorilla_gorilla,rattus_norvegicus	gorilla_gorilla,rattus_norvegicus	[2.4700994820108778e-05, 1.3676325181992843e-05]	[3.2726748011517985e-06, 2.2343701426814537e-06]	7	4	2	2	-5	-2
16	CAMK2G	21_0	I	5_5,21_0,4_3	5_5,4_3	ENSBTAT00000071596,ENSGGOT00000059652,ENSMMUT00000068869,ENSMUST00000071816,ENSMUST00000226630,ENSRNOT00000065644,ENSSSCT00000011285	ENSGGOT00000064102,ENSMMUT00000030117,ENSRNOT00000066163,ENSSSCT00000055835,ENST00000322635	bos_taurus,gorilla_gorilla,mus_musculus,rattus_norvegicus,sus_scrofa	gorilla_gorilla,homo_sapiens,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	[2.4392966411813872e-05, 6.214370358043919e-06, 2.3663028506571192e-05, 7.257018939075505e-05, 1.0713500532582697e-05, 0.00010317040407094362]	[5.834731016775701e-06, 2.5816267351460897e-05, 5.540836753177421e-05, 1.4370194047443549e-05, 1.4838148457217715e-05, 0.00010475177112546001]	5	4	6	6	1	2
16	CAMK2G	21_0	I	5_5,21_0,4_3,19_1	5_5,19_1					bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	gorilla_gorilla,homo_sapiens	[4.780108036376421e-05, 1.608801365422199e-05, 4.967355202605445e-05, 0.00014361789128330382, 2.0129339445583465e-05, 0.00024573301179958614]	[6.185728959385166e-07, 1.194881968159575e-06]	0	0	6	2	6	2
17	CAMK2G	10_1	I	19_1,10_1,12_1	19_1,12_1	ENSBTAT00000068749,ENSBTAT00000071596,ENSBTAT00000071649,ENSBTAT00000075797,ENSBTAT00000078262,ENSMUST00000226630,ENSSSCT00000011285,ENSSSCT00000011286,ENSSSCT00000049619,ENSSSCT00000054416,ENSSSCT00000055835,ENSSSCT00000058449,ENSSSCT00000064663	ENSBTAT00000016830,ENSBTAT00000031316,ENSBTAT00000071058,ENSBTAT00000080860,ENSMUST00000071816,ENSMUST00000080440,ENSMUST00000100837,ENSSSCT00000011284,ENST00000322635,ENST00000394762,ENST00000433289,ENSXETT00000014163	bos_taurus,mus_musculus,sus_scrofa	bos_taurus,homo_sapiens,mus_musculus,sus_scrofa,xenopus_tropicalis	bos_taurus,monodelphis_domestica,mus_musculus,sus_scrofa	bos_taurus,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa,xenopus_tropicalis	[2.4700877210461426e-05, 2.4937689004535726e-05, 4.682957307295923e-05, 4.233185264825251e-05]	[2.1534928875549005e-05, 9.086299143314607e-06, 0.0002033990041643752, 6.268883794300492e-05, 0.00030591737574627216, 0.00047348868732881966]	3	5	4	6	1	1
17	CAMK2G	10_1	I	19_1,10_1,12_0	19_1,12_0	ENSGGOT00000006260,ENSMMUT00000030115,ENSMMUT00000030116,ENSMMUT00000068869,ENSRNOT00000065644	ENSGGOT00000027295,ENSGGOT00000058286,ENSGGOT00000059652,ENSGGOT00000064102,ENSMMUT00000003465,ENSMMUT00000030117,ENSMMUT00000030118,ENSMMUT00000042849,ENSMMUT00000057717,ENSRNOT00000066163	gorilla_gorilla,rattus_norvegicus	gorilla_gorilla,rattus_norvegicus	gorilla_gorilla,rattus_norvegicus	gorilla_gorilla,rattus_norvegicus	[2.7345892574545538e-05, 1.618775637407407e-05]	[8.253894461338983e-05, 2.6545412189581008e-05]	2	2	2	2	0	0
18	KIF1A	26_0	I	13_2,26_0,4_1	13_2,4_1	ENSBTAT00000015335,ENSBTAT00000071007,ENSBTAT00000078765,ENSBTAT00000079020,ENSBTAT00000081585,ENSGGOT00000013538,ENSGGOT00000030565,ENSGGOT00000053716,ENSMODT00000036301,ENSMUST00000086819,ENSRNOT00000036061,ENST00000648364,ENST00000648680	ENSBTAT00000079498,ENSGGOT00000053644,ENSGGOT00000063157,ENSMUST00000112958,ENSMUST00000171556,ENSMUST00000171796,ENST00000647731,ENST00000647885,ENST00000648129/ENST00000650130,ENST00000649096/ENST00000650053	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus	[4.373071797179592e-05, 2.6438681927236406e-05, 6.78509758318846e-05, 0.00022318615708259666, 3.6753331531608283e-05, 0.00010926890746958652]	[2.508393748232018e-05, 3.6599490638033334e-05, 0.00014132510451876962, 3.9020617752369206e-05, 2.1657926233104737e-05, 0.00010976856669688764]	6	4	6	6	0	2
19	KIF1A	1_3	I	1_2,1_3,1_4,1_5,1_6,1_7,24_0	1_2,24_0	ENSBTAT00000015335,ENSBTAT00000071007,ENSBTAT00000078765,ENSBTAT00000079020,ENSBTAT00000079498,ENSGGOT00000030565,ENSMMUT00000063426,ENSMODT00000036301,ENST00000648129/ENST00000650130,ENSXETT00000026500	ENSBTAT00000081585,ENSGGOT00000013538,ENSGGOT00000053644,ENSGGOT00000053716,ENSGGOT00000063157,ENSMUST00000086819,ENSMUST00000112958,ENSMUST00000171556,ENSMUST00000171796,ENSRNOT00000036061,ENST00000647731,ENST00000647885,ENST00000648047,ENST00000648364,ENST00000648680,ENST00000649096/ENST00000650053,ENST00000649306	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,xenopus_tropicalis	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus					5	5	0	0	-5	-5
20	KIF1A	10_1	I	27_1,10_1,33_2	27_1,33_2	ENSBTAT00000078765,ENSBTAT00000079498,ENSBTAT00000081585,ENSMODT00000036301	ENSBTAT00000071007,ENSGGOT00000053644,ENSMUST00000171796,ENST00000648047	bos_taurus,monodelphis_domestica	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus	bos_taurus,homo_sapiens,monodelphis_domestica,mus_musculus	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus	[3.0767966587621936e-06, 3.86024482972838e-05, 1.544824128796447e-05, 2.0876763151315675e-05]	[1.1975082339339634e-05, 0.00011284583449500579, 3.569912030920901e-05, 7.007687602706759e-06, 1.638164272847001e-05]	2	4	4	5	2	1
20	KIF1A	10_1	I	27_1,10_1,33_2,25_0	27_1,25_0	ENSBTAT00000078765,ENSBTAT00000079498,ENSBTAT00000081585,ENSMODT00000036301	ENSBTAT00000015335,ENSGGOT00000030565,ENSGGOT00000053716,ENSGGOT00000056080,ENSMMUT00000030681,ENSMMUT00000063426,ENSMMUT00000066290,ENSMUST00000086819,ENSMUST00000171556,ENSOANT00000024582,ENST00000647885,ENST00000648129/ENST00000650130,ENST00000648364,ENST00000649096/ENST00000650053,ENST00000649306,ENSXETT00000026500	bos_taurus,monodelphis_domestica	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus,xenopus_tropicalis	bos_taurus,homo_sapiens,monodelphis_domestica,mus_musculus	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,xenopus_tropicalis	[5.301728737653218e-06, 5.8069082179963066e-05, 2.133454477382515e-05, 1.9080889835701688e-05]	[1.8189183766237614e-05, 6.53691336525803e-05, 9.164257116200967e-06, 5.698521229249834e-05, 7.475309153137995e-05, 0.0002416756082986641, 4.768618965286619e-05, 0.00018393088620057224]	2	6	4	8	2	2
20	KIF1A	10_1	I	27_1,10_1,25_0	27_1,25_0	ENSBTAT00000079020,ENSGGOT00000013538,ENSGGOT00000063157,ENSMUST00000112958,ENSRNOT00000036061,ENST00000647731,ENST00000648680	ENSBTAT00000015335,ENSGGOT00000030565,ENSGGOT00000053716,ENSGGOT00000056080,ENSMMUT00000030681,ENSMMUT00000063426,ENSMMUT00000066290,ENSMUST00000086819,ENSMUST00000171556,ENSOANT00000024582,ENST00000647885,ENST00000648129/ENST00000650130,ENST00000648364,ENST00000649096/ENST00000650053,ENST00000649306,ENSXETT00000026500	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus	bos_taurus,gorilla_gorilla,homo_sapiens,mus_musculus,ornithorhynchus_anatinus,xenopus_tropicalis	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,xenopus_tropicalis	[2.1627879017340332e-05, 5.360100069032002e-06, 3.174766341139165e-05, 6.795554108203692e-05, 1.0427252842710328e-05, 3.87633788152679e-05]	[1.8189183766237614e-05, 6.53691336525803e-05, 9.164257116200967e-06, 5.698521229249834e-05, 7.475309153137995e-05, 0.0002416756082986641, 4.768618965286619e-05, 0.00018393088620057224]	5	6	6	8	1	2
21	KIF1B	37_1	I	7_0,37_1,52_0	7_0,52_0	ENSMMUT00000003062,ENSMMUT00000071619,ENSMODT00000003478,ENSMUST00000060537,ENSOANT00000004460,ENSRNOT00000078830,ENSRNOT00000087739/ENSRNOT00000089099,ENSSSCT00000044433/ENSSSCT00000049927,ENST00000377081,ENST00000377086,ENST00000620295,ENST00000622724,ENSXETT00000047960	ENSDART00000050915,ENSDART00000053807/ENSDART00000146458,ENSDART00000141075,ENSGGOT00000031665,ENSMUST00000030806,ENSMUST00000055647,ENSRNOT00000079919/ENSRNOT00000080888,ENSSSCT00000003773,ENSSSCT00000051187,ENSSSCT00000053353/ENSSSCT00000059776,ENST00000263934,ENST00000377083/ENST00000377093	homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	gorilla_gorilla,homo_sapiens,mus_musculus,rattus_norvegicus,sus_scrofa	gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa,xenopus_tropicalis	[1.085076011043577e-05, 2.638236215805577e-06, 2.88185063854474e-06, 7.779465826689767e-06, 3.1786672425054396e-05, 0.00010032623649543473, 3.58016447666981e-06, 2.050165177831144e-05]	[3.572833777239531e-06, 1.1615249465920235e-05, 2.476935064475029e-06, 1.2032691415450327e-05, 3.2969967114501874e-05, 0.00012080230609838686, 5.288137276185903e-06, 0.000270752351788377]	7	5	8	8	1	3
22	KIF1B	7_1	I	22_0,7_1,4_1	22_0,4_1	ENSDART00000053807/ENSDART00000146458,ENSRNOT00000078830	ENSDART00000050915,ENSDART00000141075,ENSMUST00000030806,ENSMUST00000055647,ENSRNOT00000079919/ENSRNOT00000080888	rattus_norvegicus	mus_musculus,rattus_norvegicus	mus_musculus,rattus_norvegicus	mus_musculus,rattus_norvegicus	[3.09415397022288e-05, 8.437175995611427e-05]	[2.9918249358106575e-05, 7.480473809797396e-05]	1	2	2	2	1	0
22	KIF1B	7_1	I	22_0,7_1,4_0	22_0,4_0	ENSMMUT00000003062,ENSMMUT00000003063,ENSMODT00000003478,ENSMUST00000060537,ENSOANT00000004460,ENSRNOT00000087739/ENSRNOT00000089099,ENSSSCT00000044433/ENSSSCT00000049927,ENST00000377081,ENST00000377086	ENSGGOT00000025853,ENSXETT00000047960	homo_sapiens,monodelphis_domestica,mus_musculus,ornithorhynchus_anatinus,rattus_norvegicus,sus_scrofa	gorilla_gorilla,xenopus_tropicalis	gorilla_gorilla,homo_sapiens,monodelphis_domestica,ornithorhynchus_anatinus,sus_scrofa	gorilla_gorilla,homo_sapiens,monodelphis_domestica,ornithorhynchus_anatinus,sus_scrofa	[1.1533030461167845e-05, 8.222170284672488e-06, 9.042124072945453e-06, 7.680298891277567e-06, 0.0001212886180990089]	[1.4108226953898378e-06, 3.3651065571920073e-07, 1.499275175416445e-07, 9.333771180958364e-07, 0.0001174538480420897]	6	2	5	5	-1	3
22	KIF1B	7_1	I	22_0,7_1,4_2	22_0,4_2	ENSGGOT00000026246,ENSMMUT00000053773,ENST00000622724	ENSGGOT00000031665,ENSMMUT00000071619,ENSSSCT00000003773,ENSSSCT00000051187,ENSSSCT00000053353/ENSSSCT00000059776,ENST00000263934,ENST00000377083/ENST00000377093	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens,sus_scrofa	gorilla_gorilla,homo_sapiens,sus_scrofa	gorilla_gorilla,homo_sapiens,sus_scrofa	[7.374653645514942e-06, 5.396402842272736e-06, 7.904531088655901e-05]	[1.007881513968479e-05, 1.1321021474628562e-05, 0.00010386929852089787]	2	3	3	3	1	0
23	MYO1B	11_1	I	11_0,11_1,11_3,15_1	11_0,15_1	ENSBTAT00000014951/ENSBTAT00000072917,ENSGGOT00000053358,ENSMMUT00000002496,ENSMMUT00000044960,ENSMODT00000015097,ENSMUST00000018561,ENSRNOT00000068433,ENSSSCT00000054157,ENST00000304164/ENST00000392318	ENSBTAT00000076425,ENSGGOT00000046961,ENSGGOT00000051534,ENSMMUT00000002495,ENSMMUT00000044961,ENSSSCT00000017486,ENSSSCT00000064666,ENST00000339514	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	[2.3351732538132188e-05, 9.10767478652684e-06, 4.827932908602423e-06, 1.0404538437677578e-05, 8.743880468827117e-05, 7.022356373614959e-06, 0.00010904568345562191]	[6.5481998954969555e-06, 2.3027333935215178e-05, 4.241028763635104e-06, 5.8142440020762706e-05, 5.2047269538397005e-05, 6.247569848076444e-06, 0.0001325148947106456]	7	4	7	7	0	3
23	MYO1B	11_1	I	11_0,11_1,11_3	11_0,11_3	ENSBTAT00000014951/ENSBTAT00000072917,ENSGGOT00000053358,ENSMMUT00000002496,ENSMMUT00000044960,ENSMODT00000015097,ENSMUST00000018561,ENSRNOT00000068433,ENSSSCT00000054157,ENST00000304164/ENST00000392318	ENSBTAT00000084166,ENSGGOT00000002341,ENSMMUT00000044966,ENSMUST00000046390,ENSSSCT00000053923	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,mus_musculus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	[1.313098827574313e-05, 9.291374038694945e-06, 1.403577738717907e-06, 9.110820372291979e-06, 2.698785050842596e-05, 7.138347238915242e-06, 0.00010306309274528655]	[7.512712374729663e-06, 1.0455348200812582e-05, 1.31530283454131e-05, 0.00014195004515353953, 3.3152476305769725e-05, 4.6491281366286235e-06, 6.20474539671489e-05]	7	4	7	7	0	3
23	MYO1B	11_1	I	11_0,11_1,15_1	11_0,15_1	ENSDART00000138204,ENSMMUT00000073334,ENSSSCT00000055105	ENSBTAT00000076425,ENSGGOT00000046961,ENSGGOT00000051534,ENSMMUT00000002495,ENSMMUT00000044961,ENSSSCT00000017486,ENSSSCT00000064666,ENST00000339514	sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	[5.736872335010232e-06, 5.7950316332215985e-06, 6.644881810890394e-07, 1.0357962200391176e-05, 3.320421251877656e-06, 6.330032284694762e-05]	[6.5481998954969555e-06, 2.3027333935215178e-05, 4.241028763635104e-06, 5.8142440020762706e-05, 5.2047269538397005e-05, 6.247569848076444e-06, 0.0001325148947106456]	1	4	6	7	5	3
24	MYO1B	11_3	I	11_1,11_3,15_1	11_1,15_1	ENSBTAT00000014951/ENSBTAT00000072917,ENSGGOT00000053358,ENSMMUT00000002496,ENSMMUT00000044960,ENSMODT00000015097,ENSMUST00000018561,ENSRNOT00000068433,ENSSSCT00000054157,ENST00000304164/ENST00000392318	ENSDART00000138204,ENSMMUT00000073334,ENSSSCT00000055105	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,sus_scrofa	[2.9489473113675314e-05, 8.188085641217388e-06, 6.652988266243061e-06, 9.472355984205235e-06, 0.00012115370308123646, 7.314357554901194e-06, 0.00010514619565712364]	[6.432101892974482e-07, 1.5115416885693276e-07, 7.069164984417419e-07, 3.974932829745325e-07, 2.0248849271282176e-07, 9.755986641276757e-06]	7	1	7	6	0	5
24	MYO1B	11_3	I	11_0,11_3,15_1	11_0,15_1	ENSBTAT00000084166,ENSGGOT00000002341,ENSMMUT00000044966,ENSMUST00000046390,ENSSSCT00000053923	ENSBTAT00000076425,ENSGGOT00000046961,ENSGGOT00000051534,ENSMMUT00000002495,ENSMMUT00000044961,ENSSSCT00000017486,ENSSSCT00000064666,ENST00000339514	bos_taurus,gorilla_gorilla,mus_musculus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	bos_taurus,gorilla_gorilla,homo_sapiens,monodelphis_domestica,mus_musculus,rattus_norvegicus,sus_scrofa	[3.8472848684340015e-05, 8.12649432846015e-06, 1.1065995724592019e-05, 1.3072501456930937e-05, 0.00017514537910075055, 5.719751389821508e-06, 9.152915942172078e-05]	[6.5481998954969555e-06, 2.3027333935215178e-05, 4.241028763635104e-06, 5.8142440020762706e-05, 5.2047269538397005e-05, 6.247569848076444e-06, 0.0001325148947106456]	4	4	7	7	3	3
24	MYO1B	11_3	I	5_1,11_3,15_1	5_1,15_1					mus_musculus,sus_scrofa	mus_musculus,sus_scrofa	[5.901404748819057e-06, 0.00010423918584824108]	[1.2616624926665867e-07, 1.8658794959669347e-07]	0	0	2	2	2	2
